valuation_id,position_id,instrument_id,valuation_date,value_usd,method,valuation_level,source,confidence_score,recorded_at
VAL-00250,POS-0023,,2024-05-31,5813914.81,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00251,POS-0023,,2024-06-30,6113160.42,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00252,POS-0023,,2024-07-31,6167784.62,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00253,POS-0023,,2024-08-31,6861274.46,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00254,POS-0023,,2024-09-30,6923023.56,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00255,POS-0023,,2024-10-31,6450405.48,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00256,POS-0023,,2024-11-30,6836337.33,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00257,POS-0023,,2024-12-31,6680777.11,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00258,POS-0023,,2025-01-31,6936085.87,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00259,POS-0023,,2025-02-28,7267393.51,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00260,POS-0023,,2025-03-31,7678262.49,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00261,POS-0023,,2025-04-30,7215144.28,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00262,POS-0023,,2025-05-31,8004820.21,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00263,POS-0023,,2025-06-30,7599888.64,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00264,POS-0023,,2025-07-31,7795823.27,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00265,POS-0023,,2025-08-31,7759011.31,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00266,POS-0023,,2025-09-30,8433501.43,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00267,POS-0023,,2025-10-31,8478625.76,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00268,POS-0023,,2025-11-30,8603311.44,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00269,POS-0023,,2025-12-31,8312378.20,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00270,POS-0023,,2026-01-31,8346815.20,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00271,POS-0023,,2026-02-28,8635373.47,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00272,POS-0023,,2026-03-31,9102054.13,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00273,POS-0024,,2024-04-30,4444645.94,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00274,POS-0024,,2024-05-31,4949884.26,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00275,POS-0024,,2024-06-30,5046940.82,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00276,POS-0024,,2024-07-31,4855548.92,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00277,POS-0024,,2024-08-31,4800217.62,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00278,POS-0024,,2024-09-30,5288221.60,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00279,POS-0024,,2024-10-31,5181187.27,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00280,POS-0024,,2024-11-30,5377114.52,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00281,POS-0024,,2024-12-31,5629280.14,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00282,POS-0024,,2025-01-31,5298199.37,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00283,POS-0024,,2025-02-28,5387999.36,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00284,POS-0024,,2025-03-31,5920449.81,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00285,POS-0024,,2025-04-30,5736314.47,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00286,POS-0024,,2025-05-31,5657399.33,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00287,POS-0024,,2025-06-30,5863304.36,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00288,POS-0024,,2025-07-31,6072837.67,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00289,POS-0024,,2025-08-31,6166265.94,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00290,POS-0024,,2025-09-30,5895051.83,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00291,POS-0024,,2025-10-31,5921356.88,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00292,POS-0024,,2025-11-30,6446550.75,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00293,POS-0024,,2025-12-31,6222504.32,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00294,POS-0024,,2026-01-31,6569005.29,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00295,POS-0024,,2026-02-28,6334981.07,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00296,POS-0024,,2026-03-31,6687831.53,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00297,POS-0025,,2024-04-30,2113066.20,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00298,POS-0025,,2024-05-31,2114273.67,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00299,POS-0025,,2024-06-30,2051082.92,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00300,POS-0025,,2024-07-31,2282513.98,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00301,POS-0025,,2024-08-31,2129970.73,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00302,POS-0025,,2024-09-30,2235825.28,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00303,POS-0025,,2024-10-31,2231397.91,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00304,POS-0025,,2024-11-30,2385953.61,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00305,POS-0025,,2024-12-31,2357779.39,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00306,POS-0025,,2025-01-31,2469671.28,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00307,POS-0025,,2025-02-28,2439082.13,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00308,POS-0025,,2025-03-31,2577940.76,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00309,POS-0025,,2025-04-30,2545339.17,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00310,POS-0025,,2025-05-31,2459609.06,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00311,POS-0025,,2025-06-30,2524409.75,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00312,POS-0025,,2025-07-31,2694662.52,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00313,POS-0025,,2025-08-31,2842375.91,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00314,POS-0025,,2025-09-30,2885442.21,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00315,POS-0025,,2025-10-31,2627446.89,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00316,POS-0025,,2025-11-30,2832716.17,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00317,POS-0025,,2025-12-31,2817421.60,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00318,POS-0025,,2026-01-31,2829093.78,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00319,POS-0025,,2026-02-28,3042815.33,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00320,POS-0025,,2026-03-31,2879404.88,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00321,POS-0026,,2024-04-30,2045595.00,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00322,POS-0026,,2024-05-31,2003046.62,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00323,POS-0026,,2024-06-30,2233789.74,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00324,POS-0026,,2024-07-31,2081597.47,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00325,POS-0026,,2024-08-31,2363889.58,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00326,POS-0026,,2024-09-30,2407665.32,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00327,POS-0026,,2024-10-31,2222334.41,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00328,POS-0026,,2024-11-30,2308658.52,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00329,POS-0026,,2024-12-31,2467805.81,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00330,POS-0026,,2025-01-31,2558630.23,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00331,POS-0026,,2025-02-28,2577449.70,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00332,POS-0026,,2025-03-31,2545538.42,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00333,POS-0026,,2025-04-30,2714095.45,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00334,POS-0026,,2025-05-31,2628998.69,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00335,POS-0026,,2025-06-30,2539810.75,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00336,POS-0026,,2025-07-31,2792237.18,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00337,POS-0026,,2025-08-31,2619179.84,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00338,POS-0026,,2025-09-30,2932974.11,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00339,POS-0026,,2025-10-31,2670728.83,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00340,POS-0026,,2025-11-30,2766462.68,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00341,POS-0026,,2025-12-31,2921109.66,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00342,POS-0026,,2026-01-31,2962839.80,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00343,POS-0026,,2026-02-28,3122396.21,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00344,POS-0026,,2026-03-31,3016434.39,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00345,POS-0027,,2024-04-30,3399438.24,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00346,POS-0027,,2024-05-31,3432402.49,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00347,POS-0027,,2024-06-30,3499704.50,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00348,POS-0027,,2024-07-31,3676200.59,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00349,POS-0027,,2024-08-31,3708478.08,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00350,POS-0027,,2024-09-30,3739382.06,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00351,POS-0027,,2024-10-31,4115037.16,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00352,POS-0027,,2024-11-30,4110229.87,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00353,POS-0027,,2024-12-31,4142507.37,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00354,POS-0027,,2025-01-31,4294967.02,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00355,POS-0027,,2025-02-28,4244147.14,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00356,POS-0027,,2025-03-31,4231098.79,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00357,POS-0027,,2025-04-30,4513355.17,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00358,POS-0027,,2025-05-31,4586151.23,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00359,POS-0027,,2025-06-30,4614994.94,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00360,POS-0027,,2025-07-31,4419269.71,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00361,POS-0027,,2025-08-31,4849865.22,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00362,POS-0027,,2025-09-30,4877335.43,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00363,POS-0027,,2025-10-31,4903432.13,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00364,POS-0027,,2025-11-30,4738610.88,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00365,POS-0027,,2025-12-31,5095723.58,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00366,POS-0027,,2026-01-31,4680923.44,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00367,POS-0027,,2026-02-28,5290762.06,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00368,POS-0027,,2026-03-31,5013312.96,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00369,POS-0028,,2024-04-30,5946927.42,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00370,POS-0028,,2024-05-31,6125335.24,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00371,POS-0028,,2024-06-30,6306075.19,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00372,POS-0028,,2024-07-31,6241941.66,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00373,POS-0028,,2024-08-31,6359714.15,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00374,POS-0028,,2024-09-30,6220952.51,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00375,POS-0028,,2024-10-31,6791157.90,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00376,POS-0028,,2024-11-30,6713031.60,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00377,POS-0028,,2024-12-31,7236594.43,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00378,POS-0028,,2025-01-31,6673385.42,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00379,POS-0028,,2025-02-28,6786493.64,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00380,POS-0028,,2025-03-31,7041861.70,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00381,POS-0028,,2025-04-30,7301894.02,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00382,POS-0028,,2025-05-31,7713514.68,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00383,POS-0028,,2025-06-30,7238926.55,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00384,POS-0028,,2025-07-31,7503623.13,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00385,POS-0028,,2025-08-31,7772983.96,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00386,POS-0028,,2025-09-30,7500124.93,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00387,POS-0028,,2025-10-31,8008528.93,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00388,POS-0028,,2025-11-30,8609051.99,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00389,POS-0028,,2025-12-31,8162449.40,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00390,POS-0028,,2026-01-31,8444636.94,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00391,POS-0028,,2026-02-28,8983358.60,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00392,POS-0028,,2026-03-31,9108127.47,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00393,POS-0029,,2024-04-30,6627183.78,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00394,POS-0029,,2024-05-31,7024814.81,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00395,POS-0029,,2024-06-30,7027413.70,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00396,POS-0029,,2024-07-31,6818202.61,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00397,POS-0029,,2024-08-31,7297698.84,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00398,POS-0029,,2024-09-30,7361371.79,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00399,POS-0029,,2024-10-31,7422445.83,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00400,POS-0029,,2024-11-30,7925332.13,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00401,POS-0029,,2024-12-31,7310693.32,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00402,POS-0029,,2025-01-31,7973411.70,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00403,POS-0029,,2025-02-28,7718719.93,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00404,POS-0029,,2025-03-31,7926631.58,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00405,POS-0029,,2025-04-30,8620536.71,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00406,POS-0029,,2025-05-31,8432116.77,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00407,POS-0029,,2025-06-30,8482795.24,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00408,POS-0029,,2025-07-31,8699803.02,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00409,POS-0029,,2025-08-31,8919409.70,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00410,POS-0029,,2025-09-30,9315741.28,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00411,POS-0029,,2025-10-31,9278057.29,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00412,POS-0029,,2025-11-30,9414499.31,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00413,POS-0029,,2025-12-31,9369018.64,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00414,POS-0029,,2026-01-31,8857036.20,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00415,POS-0029,,2026-02-28,9449584.40,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00416,POS-0029,,2026-03-31,9960267.39,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00417,POS-0030,,2024-04-30,7463257.49,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00418,POS-0030,,2024-05-31,7327942.35,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00419,POS-0030,,2024-06-30,7544167.57,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00420,POS-0030,,2024-07-31,7393507.42,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00421,POS-0030,,2024-08-31,7984988.01,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00422,POS-0030,,2024-09-30,8209583.24,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00423,POS-0030,,2024-10-31,8358848.39,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00424,POS-0030,,2024-11-30,8269568.30,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00425,POS-0030,,2024-12-31,8171918.20,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00426,POS-0030,,2025-01-31,8559728.59,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00427,POS-0030,,2025-02-28,8704808.74,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00428,POS-0030,,2025-03-31,8169128.20,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00429,POS-0030,,2025-04-30,8303048.33,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00430,POS-0030,,2025-05-31,8788508.82,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00431,POS-0030,,2025-06-30,9285129.32,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00432,POS-0030,,2025-07-31,9158184.19,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00433,POS-0030,,2025-08-31,9667359.70,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00434,POS-0030,,2025-09-30,9439974.47,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00435,POS-0030,,2025-10-31,9865449.90,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00436,POS-0030,,2025-11-30,10106785.14,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00437,POS-0030,,2025-12-31,10057960.09,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00438,POS-0030,,2026-01-31,10399735.44,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00439,POS-0030,,2026-02-28,9642249.68,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00440,POS-0030,,2026-03-31,10285345.32,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00441,POS-0031,,2024-04-30,6168466.26,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00442,POS-0031,,2024-05-31,6736712.85,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00443,POS-0031,,2024-06-30,6350404.86,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00444,POS-0031,,2024-07-31,7066943.87,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00445,POS-0031,,2024-08-31,7200282.43,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00446,POS-0031,,2024-09-30,6785312.89,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00447,POS-0031,,2024-10-31,6838897.54,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00448,POS-0031,,2024-11-30,6818959.07,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00449,POS-0031,,2024-12-31,7227697.84,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00450,POS-0031,,2025-01-31,7058220.79,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00451,POS-0031,,2025-02-28,7626467.38,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00452,POS-0031,,2025-03-31,7677559.72,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00453,POS-0031,,2025-04-30,7417113.37,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00454,POS-0031,,2025-05-31,7536744.23,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00455,POS-0031,,2025-06-30,7895636.81,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00456,POS-0031,,2025-07-31,8019006.14,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00457,POS-0031,,2025-08-31,8800345.20,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00458,POS-0031,,2025-09-30,8349237.16,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00459,POS-0031,,2025-10-31,8643329.69,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00460,POS-0031,,2025-11-30,9200360.89,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00461,POS-0031,,2025-12-31,8723083.60,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00462,POS-0031,,2026-01-31,9467038.02,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00463,POS-0031,,2026-02-28,9510653.43,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00464,POS-0031,,2026-03-31,9005960.74,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00465,POS-0032,,2024-04-30,2041066.58,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00466,POS-0032,,2024-05-31,2230594.19,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00467,POS-0032,,2024-06-30,2101048.94,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00468,POS-0032,,2024-07-31,2229761.10,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00469,POS-0032,,2024-08-31,2361805.61,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00470,POS-0032,,2024-09-30,2451362.62,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00471,POS-0032,,2024-10-31,2332647.52,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00472,POS-0032,,2024-11-30,2421787.98,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00473,POS-0032,,2024-12-31,2464275.49,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00474,POS-0032,,2025-01-31,2433034.67,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00475,POS-0032,,2025-02-28,2549250.50,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00476,POS-0032,,2025-03-31,2439282.84,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00477,POS-0032,,2025-04-30,2685877.00,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00478,POS-0032,,2025-05-31,2519259.32,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00479,POS-0032,,2025-06-30,2799177.02,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00480,POS-0032,,2025-07-31,2869989.54,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00481,POS-0032,,2025-08-31,2804175.55,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00482,POS-0032,,2025-09-30,2735029.22,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00483,POS-0032,,2025-10-31,3030775.60,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00484,POS-0032,,2025-11-30,2759188.78,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00485,POS-0032,,2025-12-31,3003283.68,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00486,POS-0032,,2026-01-31,2839165.27,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00487,POS-0032,,2026-02-28,2969127.06,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00488,POS-0032,,2026-03-31,3101588.11,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00489,POS-0033,,2024-04-30,4489244.92,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00490,POS-0033,,2024-05-31,4493440.48,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00491,POS-0033,,2024-06-30,4581547.15,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00492,POS-0033,,2024-07-31,4491762.25,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00493,POS-0033,,2024-08-31,4667136.49,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00494,POS-0033,,2024-09-30,4753564.95,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00495,POS-0033,,2024-10-31,4605042.27,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00496,POS-0033,,2024-11-30,4687275.16,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00497,POS-0033,,2024-12-31,4964181.86,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00498,POS-0033,,2025-01-31,5198293.88,observable_price,level_1,pricing_feed,,2025-02-10
VAL-00499,POS-0033,,2025-02-28,5034667.20,observable_price,level_1,pricing_feed,,2025-03-10
VAL-00500,POS-0033,,2025-03-31,5476878.80,observable_price,level_1,pricing_feed,,2025-04-10
VAL-00501,POS-0033,,2025-04-30,5098439.65,observable_price,level_1,pricing_feed,,2025-05-10
VAL-00502,POS-0033,,2025-05-31,5233536.55,observable_price,level_1,pricing_feed,,2025-06-10
VAL-00503,POS-0033,,2025-06-30,5638827.26,observable_price,level_1,pricing_feed,,2025-07-10
VAL-00504,POS-0033,,2025-07-31,5345138.34,observable_price,level_1,pricing_feed,,2025-08-10
VAL-00505,POS-0033,,2025-08-31,5648896.60,observable_price,level_1,pricing_feed,,2025-09-10
VAL-00506,POS-0033,,2025-09-30,5959367.74,observable_price,level_1,pricing_feed,,2025-10-10
VAL-00507,POS-0033,,2025-10-31,5991253.97,observable_price,level_1,pricing_feed,,2025-11-10
VAL-00508,POS-0033,,2025-11-30,5789867.28,observable_price,level_1,pricing_feed,,2025-12-10
VAL-00509,POS-0033,,2025-12-31,6284942.89,observable_price,level_1,pricing_feed,,2026-01-10
VAL-00510,POS-0033,,2026-01-31,6017266.42,observable_price,level_1,pricing_feed,,2026-02-10
VAL-00511,POS-0033,,2026-02-28,6041600.64,observable_price,level_1,pricing_feed,,2026-03-10
VAL-00512,POS-0033,,2026-03-31,6248022.00,observable_price,level_1,pricing_feed,,2026-04-10
VAL-00513,POS-0034,,2024-04-30,1474603.06,observable_price,level_1,pricing_feed,,2024-05-10
VAL-00514,POS-0034,,2024-05-31,1565486.76,observable_price,level_1,pricing_feed,,2024-06-10
VAL-00515,POS-0034,,2024-06-30,1517938.33,observable_price,level_1,pricing_feed,,2024-07-10
VAL-00516,POS-0034,,2024-07-31,1563079.24,observable_price,level_1,pricing_feed,,2024-08-10
VAL-00517,POS-0034,,2024-08-31,1738827.85,observable_price,level_1,pricing_feed,,2024-09-10
VAL-00518,POS-0034,,2024-09-30,1671718.37,observable_price,level_1,pricing_feed,,2024-10-10
VAL-00519,POS-0034,,2024-10-31,1702113.25,observable_price,level_1,pricing_feed,,2024-11-10
VAL-00520,POS-0034,,2024-11-30,1646740.40,observable_price,level_1,pricing_feed,,2024-12-10
VAL-00521,POS-0034,,2024-12-31,1745448.52,observable_price,level_1,pricing_feed,,2025-01-10
VAL-00522,POS-0034,,2025-01-31,1811053.31,observable_price,level_1,pricing_feed,,2025-02-10
